web-scraper-order,Name,Image-src,Category,Ig_Follow,eng_rate,est_Reel_play,Avg_like,Avg_Comments,yt_subs,views(30 days),total_views,uplaods,yt_links-href,insta_link-href
1708355021-1849,Aruna Kumari,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5343275157.jpg,Food & Drinks,49082.0,3.33%,27471.0,1590.0,42.0,,,,,,https://www.instagram.com/flavours_of_aruna
1708355027-1850,Bhaskar Mamoria,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/19466602724.jpg,Food & Drinks,49087.0,3.41%,62195.0,1663.0,7.0,,,,,,https://www.instagram.com/thefoodiefort
1708355034-1851,❤𝘿𝙚𝙚𝙥𝙞𝙠𝙖 𝘼𝙧𝙖𝙫𝙞𝙣𝙙❤,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/41672968291.jpg,Food & Drinks,49106.0,0.22%,2159.0,106.0,0.0,,,,,,https://www.instagram.com/crazy_kanmanii_quotez
1708355040-1852,Neetu Singh🧿,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/35189047651.jpg,Food & Drinks,49196.0,0.08%,889.0,34.0,6.0,,,,,,https://www.instagram.com/witchy_wine_
1708355048-1853,Food And Craft,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48800737785.jpg,Food & Drinks,49227.0,2.91%,10603.0,1122.0,308.0,,,,,,https://www.instagram.com/food_and_craft__
1708355058-1854,Foodaholics®,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1266606701.jpg,Food & Drinks,49325.0,5.54%,86039.0,2683.0,47.0,,,,,,https://www.instagram.com/foodaholics.og
1708355065-1855,Jigna Thanvi,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/9623003570.jpg,Food & Drinks,49501.0,0.57%,22671.0,260.0,23.0,,,,,,https://www.instagram.com/tutu_cakes_
1708355073-1856,Tehzeeb Huda,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1573236614.jpg,Food & Drinks,49522.0,2.36%,19848.0,1137.0,32.0,,,,,,https://www.instagram.com/thetezzyfiles
1708355080-1857,Kanika Saini,,Food & Drinks,49598.0,0.10%,,35.0,14.0,,,,,,https://www.instagram.com/kanikasgreenplanet
1708355089-1858,Prof. Dr. Sudeep C B,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/484546055.jpg,Food & Drinks,49643.0,3.72%,102797.0,1827.0,19.0,,,,,,https://www.instagram.com/beingthefoodie
1708355097-1859,Kayus Kitchen,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/42968271849.jpg,Food & Drinks,49766.0,1.23%,55749.0,579.0,2.0,,,,,,https://www.instagram.com/kayus_kitchen
1708355104-1860,Food Crazer | Anil Bisht,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5641005682.jpg,Food & Drinks,49842.0,0.02%,1866.0,3.0,5.0,,,,,,https://www.instagram.com/foodcrazer
1708355112-1861,nisha dhingra,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/17788306041.jpg,Food & Drinks,49895.0,3.56%,10599.0,1739.0,38.0,,,,,,https://www.instagram.com/foodie.nisha
1708355119-1862,Priyanka & Divya | Pune Food Blogger 🧿,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/22631988988.jpg,Food & Drinks,49920.0,0.90%,51237.0,416.0,30.0,,,,,,https://www.instagram.com/streetfoodchaska
1708355138-1863,Kartavya Makwana 🍁,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1764451144.jpg,Fashion & Style,48898.0,0.40%,2982.0,192.0,4.0,,,,,,https://www.instagram.com/kartavya_makwana
1708355145-1864,The Bong Tilottama,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5416275220.jpg,Fashion & Style,48918.0,0.09%,3189.0,40.0,2.0,,,,,,https://www.instagram.com/the_bong_tilottama
1708355153-1865,Jyothsna Venkatesh,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1220824476.jpg,Fashion & Style,48925.0,0.04%,1172.0,15.0,5.0,,,,,,https://www.instagram.com/jyothsnavenkateshofficial
1708355161-1866,𝒜.,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1540779391.jpg,Fashion & Style,48999.0,0.78%,10899.0,371.0,10.0,,,,,,https://www.instagram.com/aishwaaryaa
1708355168-1867,Vanshu Arora,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/690498139.jpg,Fashion & Style,49028.0,0.44%,4702.0,206.0,9.0,,,,,,https://www.instagram.com/vanshuarorafitness
1708355175-1868,Abhishek mishra,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1501738246.jpg,Fashion & Style,49059.0,2.16%,,1032.0,26.0,,,,,,https://www.instagram.com/abhishek_mishra_official
1708355183-1869,bikini bollywood,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/13359804031.jpg,Fashion & Style,49104.0,0.67%,24186.0,326.0,4.0,,,,,,https://www.instagram.com/bikini__bollywood
1708355191-1870,Samreen Siddiqui,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/201513300.jpg,Fashion & Style,49111.0,1.96%,12247.0,944.0,18.0,,,,,,https://www.instagram.com/styleitlikesam_
1708355198-1871,💕𝐌𝐨𝐡𝐚𝐧 𝐬𝐨𝐧𝐢💕,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5950686983.jpg,Fashion & Style,49113.0,1.51%,17567.0,697.0,44.0,,,,,,https://www.instagram.com/mohan_kumar_soni775
1708355207-1872,Diksha Verma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1649672441.jpg,Fashion & Style,49132.0,0.18%,6204.0,76.0,11.0,,,,,,https://www.instagram.com/dikshavermaa23
1708355214-1873,Rushitaa Vaidya,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1712650870.jpg,Fashion & Style,49148.0,0.55%,2259.0,252.0,18.0,,,,,,https://www.instagram.com/rushitaavaidya28
1708355223-1874,Ananya Lal,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1598115635.jpg,Fashion & Style,49153.0,0.79%,18198.0,373.0,16.0,,,,,,https://www.instagram.com/ananyaa.lal
1708355230-1875,Nitin Sachdeva,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4299781795.jpg,Fashion & Style,49156.0,5.11%,53595.0,2471.0,39.0,,,,,,https://www.instagram.com/chummynitin
1708355238-1876,Alcis Sportswear India,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4933841568.jpg,Fashion & Style,49182.0,0.09%,4364.0,39.0,6.0,,,,,,https://www.instagram.com/alcissports
1708355245-1877,Ananya Praveen,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3471171057.jpg,Fashion & Style,49201.0,2.30%,32836.0,1108.0,21.0,,,,,,https://www.instagram.com/ananyapraveen_
1708355253-1878,History 💫,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7607817349.jpg,Fashion & Style,49202.0,0.02%,398.0,7.0,,,,,,,https://www.instagram.com/feels_emotional
1708355262-1879,Deepthi🌸 | The Lookbook Dream,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48617046493.jpg,Fashion & Style,49207.0,0.13%,5708.0,63.0,1.0,,,,,,https://www.instagram.com/the._.lookbook._.dream
1708355269-1880,Tharsyani Nair,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1442094307.jpg,Fashion & Style,49207.0,10.25%,107392.0,5029.0,11.0,,,,,,https://www.instagram.com/tharsh_nair
1708355275-1881,Vanitaa Bhatia,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1288570441.jpg,Fashion & Style,49221.0,0.00%,578.0,2.0,0.0,,,,,,https://www.instagram.com/be.divalicious
1708355282-1882,Paarina Wason,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2040902342.jpg,Fashion & Style,49230.0,1.03%,11143.0,491.0,17.0,,,,,,https://www.instagram.com/getonmyglitters
1708355289-1883,Meghna Govindaraju,https://scontent-bom1-1.xx.fbcdn.net/v/t51.2885-15/405813713_682131344019161_4545329205852002452_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=7d201b&_nc_ohc=Z0iRibCc8BMAX-qbhif&_nc_ht=scontent-bom1-1.xx&edm=AL-3X8kEAAAA&oh=00_AfAiha8WgrzM7QHx51VwuyDYs8_JJJKDUXTm5l48lCqwRw&oe=65D6AFA9,Fashion & Style,49283.0,0.20%,17628.0,79.0,20.0,,,,,,https://www.instagram.com/in.her.wardrobe
1708355297-1884,Kavitha Pandian,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/47166905.jpg,Fashion & Style,49293.0,4.10%,104577.0,2007.0,17.0,,,,,,https://www.instagram.com/kavitha_pandian
1708355304-1885,Nisha Bishwakarma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/536327604.jpg,Fashion & Style,49300.0,0.56%,12326.0,244.0,29.0,,,,,,https://www.instagram.com/nishasunar13
1708355311-1886,Kimaya Vartak 💕,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/554493005.jpg,Fashion & Style,49309.0,0.95%,12860.0,462.0,7.0,,,,,,https://www.instagram.com/kimayavartak
1708355320-1887,"Baskkaran Chackz, CFE, CCSIS",https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/420697828.jpg,Fashion & Style,49324.0,2.53%,55988.0,1240.0,8.0,,,,,,https://www.instagram.com/baskkaran_chackz
1708355329-1888,saif shaikh,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1095603503.jpg,Fashion & Style,49424.0,0.39%,4946.0,185.0,6.0,,,,,,https://www.instagram.com/saif_shaikh_14
1708355336-1889,Bhavyata Sharma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1572049929.jpg,Fashion & Style,49433.0,0.04%,6062.0,3.0,17.0,,,,,,https://www.instagram.com/bhavyatasharma
1708355343-1890,Suman Basu Roy,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2876509469.jpg,Fashion & Style,49449.0,0.01%,1772.0,3.0,3.0,,,,,,https://www.instagram.com/_whatsbdoes
1708355349-1891,Veena Balchandani,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1479708513.jpg,Fashion & Style,49452.0,0.23%,1697.0,97.0,15.0,,,,,,https://www.instagram.com/veena_balchandani
1708355355-1892,ℙ𝕦𝕣𝕡𝕝𝕖 𝕄𝕠𝕕𝕖𝕝 𝔸𝕘𝕖𝕟𝕔𝕪,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2072587114.jpg,Fashion & Style,49559.0,0.23%,1471.0,110.0,4.0,,,,,,https://www.instagram.com/purplemodels
1708355362-1893,Kalyani 💝Sen,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1495314999.jpg,Fashion & Style,49568.0,1.47%,2518.0,720.0,6.0,,,,,,https://www.instagram.com/kalyanisenofficial
1708355369-1894,MAYANK GAUR ♔,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1587406841.jpg,Fashion & Style,49593.0,1.32%,10734.0,622.0,34.0,,,,,,https://www.instagram.com/mayannnnnk
1708355378-1895,BlanckanvasEdu,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6897843822.jpg,Fashion & Style,49732.0,4.99%,16794.0,2480.0,0.0,,,,,,https://www.instagram.com/blanckanvasedu
1708355388-1896,Bhavna Kumar • Fashion | Beauty | Lifestyle,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1472041303.jpg,Fashion & Style,49732.0,0.02%,11941.0,3.0,7.0,,,,,,https://www.instagram.com/bhavna_kumar
1708355396-1897,𝗦𝗮𝗻𝗸𝗮𝗹𝗽 𝗦𝗶𝗻𝗴𝗵 | 𝗠𝗲𝗻’𝘀 𝗙𝗮𝘀𝗵𝗶𝗼𝗻,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1387804424.jpg,Fashion & Style,49744.0,0.74%,15264.0,358.0,10.0,,,,,,https://www.instagram.com/heysankalp
1708355408-1898,Pallavi Roy,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5671847408.jpg,Fashion & Style,49776.0,0.17%,2345.0,81.0,4.0,,,,,,https://www.instagram.com/thepallaviroy
1708355422-1899,Klotho Designer Wear,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/21739845131.jpg,Fashion & Style,49786.0,0.01%,3574.0,5.0,0.0,,,,,,https://www.instagram.com/klothodesignerwear
1708355431-1900,Cherryyyyy | Travel • Fashion,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/32732500561.jpg,Fashion & Style,49816.0,1.96%,14077.0,962.0,13.0,,,,,,https://www.instagram.com/girlwho_slayyy
1708355444-1901,Shruthi Bavisetti | Fashion & Lifestyle,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3280772691.jpg,Fashion & Style,49847.0,0.87%,35045.0,392.0,42.0,,,,,,https://www.instagram.com/shruthisvault
1708355464-1902,ISHHIDHA,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7110642038.jpg,Fashion & Style,49848.0,0.04%,9143.0,15.0,2.0,,,,,,https://www.instagram.com/ishh_idha
1708355478-1903,⚜꧁ J A Y ꧂⚜ Mumbai Influencer 🌟,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2027747841.jpg,Fashion & Style,49863.0,7.14%,50160.0,3475.0,87.0,,,,,,https://www.instagram.com/jayyjoshiiii
1708355492-1904,Kaizeen Irani,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/578803783.jpg,Fashion & Style,49874.0,0.18%,2437.0,59.0,30.0,,,,,,https://www.instagram.com/kaizeen_irani
1708355505-1905,mehndi_jashnani,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/180935483.jpg,Fashion & Style,49886.0,0.07%,11227.0,3.0,32.0,,,,,,https://www.instagram.com/mehndi_jashnani
1708355517-1906,Nikita Sinha 👑⭐️,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3277389556.jpg,Fashion & Style,49894.0,0.04%,6539.0,3.0,15.0,,,,,,https://www.instagram.com/thevoguegirl_
1708355531-1907,Deepshikha Prasad,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1521054030.jpg,Fashion & Style,49894.0,0.76%,12079.0,365.0,15.0,,,,,,https://www.instagram.com/deep_dusk
1708355543-1908,𝐒𝐇𝐀𝐒𝐇𝐀𝐍𝐊 𝐉𝐀𝐈𝐒𝐖𝐀𝐋,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1935673046.jpg,Fashion & Style,49927.0,9.80%,66657.0,4816.0,78.0,,,,,,https://www.instagram.com/shashank1jaiswal
1708355554-1909,Tattoo Point,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2197462316.jpg,Fashion & Style,49929.0,1.50%,47676.0,733.0,14.0,,,,,,https://www.instagram.com/tattoopoint_tpd
1708355568-1910,D R A S H T I,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/12582009324.jpg,Fashion & Style,49954.0,1.35%,10191.0,658.0,16.0,,,,,,https://www.instagram.com/_littlelost_
1708355585-1911,Tech Viral,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2286801521.jpg,Science & Technology,37401.0,0.10%,15370.0,36.0,0.0,,,,,,https://www.instagram.com/techviral
1708355591-1912,🦁 𝐕𝐀𝐆𝐇𝐄𝐋𝐀 🦁 ( 50k 🎯),https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48404604244.jpg,Science & Technology,37430.0,11.14%,33389.0,3998.0,173.0,,,,,,https://www.instagram.com/bhavadeep._.05
1708355598-1913,Techno Shyam,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7336126234.jpg,Science & Technology,37651.0,0.07%,943.0,24.0,1.0,167000.0,529112.0,28837404.0,869.0,https://www.youtube.com/channel/UCCrzzlwjhxuQOF_h9YlZkvg,https://www.instagram.com/technoshyam
1708355605-1914,Tech Guru,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/254463713.jpg,Science & Technology,37737.0,1.94%,,728.0,2.0,,,,,,https://www.instagram.com/techguruawaaz
1708355612-1915,▄︻デSaͥนrͣaͫv══━一,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4008989216.jpg,Science & Technology,38503.0,0.89%,2654.0,339.0,3.0,78300.0,31902.0,1436520.0,48.0,https://www.youtube.com/channel/UCkgqwXLBuQZt6Bj1ZHezcCA,https://www.instagram.com/_technical_pahadi_
1708355618-1916,Arya Banerjee,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4199646035.jpg,Science & Technology,38685.0,8.46%,10429.0,3270.0,3.0,14700.0,31.0,200791.0,27.0,https://www.youtube.com/channel/UCv_R4Rc6aayOKgd0z_6YZtg,https://www.instagram.com/imaryabanerjee
1708355624-1917,Mayank Ingle,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5336271686.jpg,Science & Technology,39243.0,0.70%,4795.0,226.0,46.0,31000.0,65912.0,3542830.0,310.0,https://www.youtube.com/channel/UCJ7q0v5yTgbcLFKAYjpdPog,https://www.instagram.com/thetechnoformation
1708355630-1918,Cashify,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1811737341.jpg,Science & Technology,40003.0,0.25%,14863.0,96.0,4.0,264000.0,845779.0,99372696.0,876.0,https://www.youtube.com/channel/UCxEzwY-Pl3PYrXESIgdYGXQ,https://www.instagram.com/cashify
1708355636-1919,Shivam Arora,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/32735514790.jpg,Science & Technology,40132.0,10.73%,86836.0,4245.0,60.0,805000.0,8713820.0,191472927.0,900.0,https://www.youtube.com/channel/UCltuKUCkE82ojAtPJy9rFQA,https://www.instagram.com/venomstech
1708355643-1920,BLACK+DECKER,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1720438651.jpg,Science & Technology,40171.0,0.14%,2499.0,53.0,3.0,,,,,,https://www.instagram.com/blackanddecker_us
1708355648-1921,NEHA✨,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/336455213.jpg,Science & Technology,40236.0,0.02%,969.0,3.0,3.0,,,,,,https://www.instagram.com/neha.social
1708355654-1922,Sleepyhead Home Decor,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5848308627.jpg,Science & Technology,40665.0,0.02%,2715.0,3.0,4.0,34900.0,1261400.0,154091228.0,153.0,https://www.youtube.com/channel/UCbPFZEwpxSyC497df97BacA,https://www.instagram.com/sleepyheadhq
1708355659-1923,Shubham | Techy Boi,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/11104591972.jpg,Science & Technology,41287.0,0.01%,344.0,3.0,0.0,,,,,,https://www.instagram.com/techyfrank
1708355664-1924,Priyanshu Verma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5739951315.jpg,Science & Technology,41343.0,0.23%,,93.0,1.0,,,,,,https://www.instagram.com/im.mr_hacker
1708355670-1925,Abhishek Sharma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2001757261.jpg,Science & Technology,41461.0,3.00%,20593.0,1239.0,5.0,193000.0,497148.0,31187240.0,786.0,https://www.youtube.com/channel/UCzq1xxLmhvFfYUzKM4M8OyA,https://www.instagram.com/techdreamsindia
1708355676-1926,Abhishek Bhatnagar,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/58778.jpg,Science & Technology,41573.0,0.18%,3526.0,70.0,4.0,966000.0,1022599.0,220204920.0,5580.0,https://www.youtube.com/channel/UCk3eWT8H_Hyon__NqbiNqUg,https://www.instagram.com/imabhi
1708355682-1927,Suman Patra,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7881472954.jpg,Science & Technology,41725.0,0.08%,1641.0,32.0,0.0,393000.0,2048435.0,83186189.0,2185.0,https://www.youtube.com/channel/UCBuVs6kEBf8v5j6IJVyOvWA,https://www.instagram.com/sumanpatra088
1708355688-1928,The Social Reviewer,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2358799526.jpg,Science & Technology,41800.0,0.32%,1558.0,115.0,17.0,,,,,,https://www.instagram.com/thesocialreviewer
1708355693-1929,Freecharge,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4010469948.jpg,Science & Technology,42015.0,0.08%,1242.0,29.0,2.0,59200.0,39673.0,139932039.0,324.0,https://www.youtube.com/channel/UC1isC-QHdUyKb5rCOFVIC9g,https://www.instagram.com/freechargeofficial
1708355699-1930,Naman Chhabra,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1541366940.jpg,Science & Technology,42822.0,193.28%,928742.0,82224.0,543.0,1080000.0,57764.0,83018702.0,265.0,https://www.youtube.com/channel/UCpgL4Fmrs70J5nR2PknBIBg,https://www.instagram.com/namanchhabra_
1708355705-1931,Phone Radar,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1444609553.jpg,Science & Technology,42954.0,1.17%,,487.0,15.0,,,,,,https://www.instagram.com/phoneradar
1708355712-1932,SMT,,Science & Technology,43170.0,6.16%,49350.0,2652.0,8.0,,,,,,https://www.instagram.com/smtmalayalam
1708355718-1933,TECH WORLD,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/30607840358.jpg,Science & Technology,43410.0,2.69%,87966.0,1162.0,4.0,,,,,,https://www.instagram.com/_mobile_life
1708355724-1934,keerus,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1824995761.jpg,Science & Technology,43473.0,0.04%,1025.0,18.0,0.0,,,,,,https://www.instagram.com/keerus143
1708355731-1935,Creative Experimnet,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/22738203340.jpg,Science & Technology,43597.0,4.85%,28095.0,2111.0,3.0,1180000.0,4443241.0,239281423.0,288.0,https://www.youtube.com/channel/UCfmHFLgOMImOZ1XWJWuN_qw,https://www.instagram.com/creative_experiment_official
1708355737-1936,Shutter & Voyages,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/16697219068.jpg,Science & Technology,43644.0,0.46%,16433.0,195.0,2.0,691000.0,866050.0,28602629.0,140.0,https://www.youtube.com/channel/UCGi6FJqkhL2UkNi8l5wxX1w,https://www.instagram.com/shutterandvoyages
1708355744-1937,OP Siyag,,Science & Technology,43721.0,1.36%,810.0,591.0,3.0,,,,,,https://www.instagram.com/opsiyagofficial
1708355750-1938,Tech Singh Boy,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/32797918844.jpg,Science & Technology,44022.0,0.28%,2341.0,122.0,0.0,,,,,,https://www.instagram.com/techsinghboy
1708355756-1939,Mukul Sharma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5519559253.jpg,Science & Technology,44667.0,0.64%,59600.0,256.0,30.0,107000.0,2262491.0,28294233.0,2075.0,https://www.youtube.com/channel/UCcqkpR8RI44TQIyzVn-L3gw,https://www.instagram.com/stufflistings
1708355763-1940,ARTSYGAMEX,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6287524105.jpg,Science & Technology,44768.0,1.19%,7889.0,518.0,12.0,,,,,,https://www.instagram.com/artsy_gamex
1708355769-1941,Erickavu Amal,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2359010699.jpg,Science & Technology,44853.0,0.17%,1845.0,71.0,3.0,11900.0,440.0,425600.0,126.0,https://www.youtube.com/channel/UCg1ioZnEzgVrM3lHFNwZV6g,https://www.instagram.com/erickavuamal
